id,Heb,translit,Hebz,stamgegevens,parent,vergelijk,taal
2272,ʾtrw,ʾtrw,ʾtrw,WATERLOOP,NULL,NULL,NULL
2273,נוף,nuf,נופ,ZWAAIEN (voor naar achter),NULL,NULL,H
2274,נוף,nuf,נופ,HOGE+LIGGING,NULL,NULL,H
2275,דונג,d-w-n-g,דונג,WAS,NULL,NULL,H
2276,אנחנו,<sup>ʔ</sup>-n-<sup>c</sup>h-n-w,אנחנו,WIJ,NULL,NULL,H
2277,גוע,gu<sup>ʕ</sup>,גוע,OMKOMEN,NULL,NULL,H
2278,יגע,jága<sup>ʕ</sup>,יגע,VERMOEIEN,NULL,NULL,H
2279,געה,gá<sup>ʕ</sup>áh,געה,LOEIEN,NULL,NULL,H
2280,ארג,<sup>ʔ</sup>árag,ארג,WEVEN,NULL,NULL,H
2281,שׁקל,s<sup>h</sup>áqal,שקל,WEGEN,NULL,NULL,H
2282,באר,bá<sup>ʔ</sup>ar,באר,VERKLAREN,NULL,NULL,H
2283,רטב,rátav,רטב,NAT,NULL,NULL,H
2285,חטה,<sup>c</sup>h-t-h,חטה,TARWE,NULL,NULL,H
2286,מתי,m-t<sup>h</sup>-j,מתי,WANNEER?,NULL,NULL,H
2287,אי,<sup>ʔ</sup>-j,אי,WAAR?,NULL,NULL,H
2288,אי,<sup>ʔ</sup>-j,אי,KUST,NULL,NULL,H
2289,אך,<sup>ʔ</sup>-k,אכ,HOE?,NULL,NULL,H
2290,אין,<sup>ʔ</sup>-j-l,אינ,WAARVANDAAN,NULL,NULL,H
2291,יתן,j-t<sup>h</sup>-l,יתנ,ALTIJD+STROMEND,NULL,NULL,H
2292,שׁדי,s<sup>h</sup>-d-j,שדי,BERGGEBIED,NULL,NULL,H
2293,שׁלט,s<sup>h</sup>álat,שלט,PIJLENKOKER,NULL,NULL,H
2294,דפה,d-p-h,דפה,SMAAD,NULL,NULL,H
2295,נדף,nádaf,נדפ,WEGWAAIEN,NULL,NULL,H
2296,לחשׁ,lá<sup>c</sup>has<sup>h</sup>,לחש,MOMPELEN,NULL,NULL,H
2297,לבן,lávan,לבנ,WIT,NULL,NULL,H
2298,labānu,labānu,labānu,BAKSTEEN,NULL,NULL,NULL
2299,אן,<sup>ʔ</sup>-l,אנ,WAARHEEN?,NULL,NULL,H
2300,רשׁע,rás<sup>h</sup>a<sup>ʕ</sup>,רשע,SLECHT,NULL,NULL,H
2301,רחב,rá<sup>c</sup>hav,רחב,WIJD,NULL,NULL,H
2302,ערד,<sup>ʕ</sup>-r-d,ערד,WILDE+EZEL (Ar),NULL,NULL,H
2303,אקו,<sup>ʔ</sup>-q-w,אקו,WILDE+GEIT,NULL,NULL,H
2304,יער,j-<sup>ʕ</sup>-r,יער,BOS,NULL,NULL,H
2305,יער,j-<sup>ʕ</sup>-r,יער,BLATEN,NULL,NULL,H
2306,אבה,<sup>ʔ</sup>áváh,אבה,WILLEN,NULL,NULL,H
2307,אביונה,<sup>ʔ</sup>-b-j-w-n-h,אביונה,KAPPERBES,NULL,NULL,H
2308,צבה,<sup>t</sup>sáváh,צבה,WENSEN,NULL,NULL,H
2309,נדב,nádav,נדב,AANZETTEN,NULL,NULL,H
2310,zibānı̄tum,zibānı̄tum,zibānı̄tum,WEEGSCHAAL,NULL,NULL,NULL
2311,רוח,ru<sup>c</sup>h,רוח,INADEMEN,NULL,NULL,H
2312,רחת,r-<sup>c</sup>h-t<sup>h</sup>,רחת,WAN,NULL,NULL,H
2313,ענד,<sup>ʕ</sup>ánad,ענד,RONDOM+WINDEN,NULL,NULL,H
2314,כוה,kuh,כוה,RAAM,NULL,NULL,H
2315,wiyāna,wiyāna,wiyāna,WIJNSTOK (wijn),NULL,NULL,NULL
2316,גת,g-t<sup>h</sup>,גת,WIJNPERS,NULL,NULL,H
2317,כנף,kánaf,כנפ,RAND,NULL,NULL,H
2318,סתו,s-t<sup>h</sup>-w,סתו,WINTER,NULL,NULL,H
2319,מח,m-<sup>c</sup>h,מח,MERG,NULL,NULL,H
2320,מחה,má<sup>c</sup>háh,מחה,SCHOONVEGEN,NULL,NULL,H
2321,חכם,<sup>c</sup>hác<sup>h</sup>am,חכמ,WIJS,NULL,NULL,H
2322,עמם,<sup>ʕ</sup>ámam,עממ,ALLIEREN,NULL,NULL,H
2323,עמם,<sup>ʕ</sup>ámam,עממ,OVERSCHADUWEN,NULL,NULL,H
2324,סור,sur,סור,WENDEN,NULL,NULL,H
2325,מסר,másar,מסר,AFLEVEREN,NULL,NULL,H
2326,סיר,s-j-r,סיר,KOOKPOT,NULL,NULL,H
2327,סירה,s-j-r-h,סירה,PUNT,NULL,NULL,H
2328,סרר,sárar,סרר,WEERSPANNIG,NULL,NULL,H
2329,קמל,qámal,קמל,VERLEPPEN,NULL,NULL,H
2330,מנע,mána<sup>ʕ</sup>,מנע,TEGENHOUDEN,NULL,NULL,H
2331,עבשׁ,<sup>ʕ</sup>ávas<sup>h</sup>,עבש,SCHROMPELEN,NULL,NULL,H
2332,זאב,z-<sup>ʔ</sup>-b,זאב,WOLF,NULL,NULL,H
2333,רחם,rá<sup>c</sup>ham,רחמ,MOEDERSCHOOT,NULL,NULL,H
2334,רחה,r-<sup>c</sup>h-h,רחה,HANDMOLEN,NULL,NULL,H
2335,רחם,rá<sup>c</sup>ham,רחמ,EGYPTISCHE+GIER,NULL,NULL,H
2336,צמר,<sup>t</sup>s-m-r,צמר,WOL,NULL,NULL,H
2337,לאך,l-<sup>ʔ</sup>-k,לאכ,AFZENDEN,NULL,NULL,H
2338,תולע,t<sup>h</sup>-w-l-<sup>ʕ</sup>,תולע,WORM,NULL,NULL,H
2339,לוט,lut,לוט,OMHULLEN,NULL,NULL,H
2340,מלט,málat,מלט,LEEMVLOER,NULL,NULL,H
2341,כתב,ká-t<sup>h</sup>av,כתב,SCHRIJVEN,NULL,NULL,H
2342,קסת,q-s-t<sup>h</sup>,קסת,SCHRIJFGEREI,NULL,NULL,H
2343,תחמס,t<sup>h</sup>-<sup>c</sup>h-m-s,תחמס,KERKUIL,NULL,NULL,H
2344,שׁגר,s<sup>h</sup>-g-r,שגר,WORP,NULL,NULL,H
2345,יאה,já<sup>ʔ</sup>áh,יאה,PASSEND,NULL,NULL,H
2346,צוח,<sup>t</sup>su<sup>c</sup>h,צוח,TOEROEPEN,NULL,NULL,H
2347,שׂרק,sׂ-r-q,שרק,ROSSIG,NULL,NULL,H
2348,שׂרק,sׂ-r-q,שרק,KAREN,NULL,NULL,H
2349,תמל,t<sup>h</sup>-m-l,תמל,GISTEREN,NULL,NULL,H
2350,אמשׁ,<sup>ʔ</sup>-m-s<sup>h</sup>,אמש,GISTERNACHT,NULL,NULL,H
2351,נער,ná<sup>ʕ</sup>ar,נער,JONGEN,NULL,NULL,H
2352,עיר,<sup>ʕ</sup>-j-r,עיר,EZELSHENGST,NULL,NULL,H
2353,קנא,qáná<sup>ʔ</sup>,קנא,JALOERS,NULL,NULL,H
2354,ה,h,ה,DE/HET,NULL,NULL,H
2355,כושׁ,k-w-s<sup>h</sup>,כוש,CUSH,NULL,NULL,H
2356,idigna,idigna,idigna,HEDEKEL,NULL,NULL,NULL
2357,bura-nuna,bura-nuna,bura-nuna,GROTE+RIVIER,NULL,NULL,-
2358,עין,<sup>ʕ</sup>ájan,עינ,OOG,NULL,NULL,H
2359,ה,h,ה,?,NULL,NULL,H
2360,קין,qájan,קינ,SMID,NULL,NULL,H
2361,למך,l-m-k,למכ,MACHTIGE+MAN,NULL,NULL,H
2362,ברית,b-r-j-t<sup>h</sup>,ברית,VERBOND,NULL,NULL,H
2363,urarthu,urarthu,urarthu,ARARAT,NULL,NULL,NULL
2364,גוג,g-w-g,גוג,GOG,NULL,NULL,H
2365,מדי,m-d-j,מדי,MADAI,NULL,NULL,H
2366,yaunen,yaunen,yaunen,GRIEKS+SPREKEN,NULL,NULL,NULL
2367,תובל,t<sup>h</sup>-w-b-l,תובל,TUBAL,NULL,NULL,H
2368,משׁך,más<sup>h</sup>ac<sup>h</sup>,משכ,MESEK,NULL,NULL,H
2369,תירס,t<sup>h</sup>-j-r-s,תירס,TIRAS,NULL,NULL,H
2370,Ashguzai,Ashguzai,Ashguzai,ASKENAZ,NULL,NULL,NULL
2371,ריפת,r-j-p-t<sup>h</sup>,ריפת,RIFAT,NULL,NULL,H
2372,garimmu,garimmu,garimmu,GARMA,NULL,NULL,NULL
2373,sinnu,sinnu,sinnu,KOPER,NULL,NULL,NULL
2374,כתי,k-t<sup>h</sup>-j,כתי,KITTIE,NULL,NULL,H
2375,דדן,d-d-l,דדנ,DEDAN,NULL,NULL,H
2376,פוט,p-w-t,פוט,PUT,NULL,NULL,H
2377,כושׁ,k-w-s<sup>h</sup>,כוש,KUS,NULL,NULL,H
2378,סבא,sává<sup>ʔ</sup>,סבא,SEBA,NULL,NULL,H
2379,סבתא,s-b-t<sup>h</sup>-<sup>ʔ</sup>,סבתא,SABTA,NULL,NULL,H
2380,סבתכא,s-b-t<sup>h</sup>-k-<sup>ʔ</sup>,סבתכא,SABTEKA,NULL,NULL,H
2381,שׁבא,s<sup>h</sup>-b-<sup>ʔ</sup>,שבא,SEBA,NULL,NULL,H
2382,נמרד,n-m-r-d,נמרד,NIMROD,NULL,NULL,H
2383,akkadi,akkadi,akkadi,AKKAD,NULL,NULL,NULL
2384,כלנה,k-l-n-h,כלנה,KALNE,NULL,NULL,H
2385,שׁנער,s<sup>h</sup>-n-<sup>ʕ</sup>-r,שנער,SINEAR,NULL,NULL,H
2386,ninua,ninua,ninua,NINEVE,NULL,NULL,NULL
2387,kalchu,kalchu,kalchu,KALACH,NULL,NULL,NULL
2388,לוד,l-w-d,לוד,LUD,NULL,NULL,H
2389,ענם,<sup>ʕ</sup>-n-m,ענמ,ANAM,NULL,NULL,H
2390,להב,l-h-b,להב,LEHAB,NULL,NULL,H
2391,נפתח,n-p-t<sup>h</sup>-<sup>c</sup>h,נפתח,NAFTUCH,NULL,NULL,H
2392,פתרוס,p-t<sup>h</sup>-r-w-s,פתרוס,PATROS,NULL,NULL,H
2393,כסלח,k-s-l-<sup>c</sup>h,כסלח,KASLUCH,NULL,NULL,H
2394,פלשׁת,p-l-s<sup>h</sup>-t<sup>h</sup>,פלשת,FILISTEA,NULL,NULL,H
2395,כפתר,k-p-t<sup>h</sup>-r,כפתר,KAFTOR,NULL,NULL,H
2396,חת,<sup>c</sup>h-t<sup>h</sup>,חת,CHET,NULL,NULL,H
2397,amurru,amurru,amurru,WESTEN,NULL,NULL,NULL
2398,גרגשׁ,g-r-g-s<sup>h</sup>,גרגש,GIRGAS,NULL,NULL,H
2399,ערק,<sup>ʕ</sup>áraq,ערק,ARKA,NULL,NULL,H
2400,סיני,s-j-n-j,סיני,SINIET,NULL,NULL,H
2401,ארוד,<sup>ʔ</sup>-r-w-d,ארוד,AROD,NULL,NULL,H
2402,צמר,<sup>t</sup>s-m-r,צמר,TSEMER,NULL,NULL,H
2403,גרר,gárar,גרר,GARR,NULL,NULL,H
2404,סדם,s-d-m,סדמ,SODOM,NULL,NULL,H
2405,לשׁע,l-s<sup>h</sup>-<sup>ʕ</sup>,לשע,LESA,NULL,NULL,H
2406,elamu,elamu,elamu,ELAM,NULL,NULL,NULL
2407,ארפכשׁד,<sup>ʔ</sup>-r-p-k-s<sup>h</sup>-d,ארפכשד,ARPAKSAD,NULL,NULL,H
2408,ארם,<sup>ʔ</sup>-r-m,ארמ,ARAM,NULL,NULL,H
2409,עוץ,<sup>ʕ</sup>u<sup>t</sup>s,עוצ,UTS,NULL,NULL,H
2410,חול,<sup>c</sup>hul,חול,CHUL,NULL,NULL,H
2411,גתר,g-t<sup>h</sup>-r,גתר,GETER,NULL,NULL,H
2412,משׁ,m-s<sup>h</sup>,מש,MAS,NULL,NULL,H
2413,הדורם,h-d-w-r-m,הדורמ,HADORAM,NULL,NULL,H
2414,אוזל,<sup>ʔ</sup>-w-z-l,אוזל,Uzal,NULL,NULL,H
2415,דקל,d-q-l,דקל,DADELPALM,NULL,NULL,H
2416,עבל,<sup>ʕ</sup>-b-l,עבל,ABAL (? gezet/dik),NULL,NULL,H
2417,אופיר,<sup>ʔ</sup>-w-p-j-r,אופיר,OFIR,NULL,NULL,H
2418,משׁא,m-s<sup>h</sup>-<sup>ʔ</sup>,משא,MESA,NULL,NULL,H
2419,ספר,sáfar,ספר,SEFAR,NULL,NULL,H
2420,תרח,t<sup>h</sup>-r-<sup>c</sup>h,תרח,TERACH,NULL,NULL,H
2421,לוט,lut,לוט,LOT,NULL,NULL,H
2422,kasdu,kasdu,kasdu,KESED,NULL,NULL,NULL
2423,סכי,s-k-j,סכי,GADESLAAN,NULL,NULL,H
2424,charranum,charranum,charranum,ROUTE,NULL,NULL,NULL
2425,prꜥʾ,prꜥʾ,prꜥʾ,GROOT+HUIS (Egyp.),NULL,NULL,NULL
2426,אמרפל,<sup>ʔ</sup>-m-r-p-l,אמרפל,AMRAFEL,NULL,NULL,H
2427,אריוך,<sup>ʔ</sup>-r-j-w-k,אריוכ,ARJOK,NULL,NULL,H
2428,אלסר,<sup>ʔ</sup>-l-s-r,אלסר,ELLASAR,NULL,NULL,H
2429,כדרלעמר,k-d-r-l-<sup>ʕ</sup>-m-r,כדרלעמר,KEDORLAOMER,NULL,NULL,H
2430,תדעל,t<sup>h</sup>-d-<sup>ʕ</sup>-l,תדעל,TIDAL,NULL,NULL,H
2431,ברע,b-r-<sup>ʕ</sup>,ברע,BERA,NULL,NULL,H
2935,lahd,lahd,lahd,OVERVERMOEID (Arab.),NULL,NULL,NULL
2433,שׁמאבר,s<sup>h</sup>-m-<sup>ʔ</sup>-b-r,שמאבר,SEMEBER,NULL,NULL,H
2434,עשתרת,<sup>ʕ</sup>-s-t<sup>h</sup>-r-t<sup>h</sup>,עשתרת,ASTARTE,NULL,NULL,H
2435,זוזים,z-w-z-j-m,זוזימ,ZUZIETEN,NULL,NULL,H
2436,הם,h-m,המ,HAM,NULL,NULL,H
2437,חרר,<sup>c</sup>hárar,חרר,GROT,NULL,NULL,H
2438,פארן,p-<sup>ʔ</sup>-r-l,פארנ,PARAN,NULL,NULL,H
2439,עמלק,<sup>ʕ</sup>-m-l-q,עמלק,AMALEK,NULL,NULL,H
2440,ischunnu,ischunnu,ischunnu,DRUIVENTROS,NULL,NULL,NULL
2441,ענר,<sup>ʕ</sup>-n-r,ענר,ANER,NULL,NULL,H
2442,דמשׂק,d-m-sׂ-q,דמשק,DAMASCUS,NULL,NULL,H
2443,חוט,<sup>c</sup>h-w-t,חוט,NAAIEN,NULL,NULL,H
2444,קנז,q-n-z,קנז,KENAZ,NULL,NULL,H
2445,הגר,h-g-r,הגר,HAGAR,NULL,NULL,H
2446,מואב,m-w-<sup>ʔ</sup>-b,מואב,MOAB,NULL,NULL,H
2447,שׁבע,s<sup>h</sup>áva<sup>ʕ</sup>,שבע,OVERVLOED,NULL,NULL,H
2448,פיכל,p-j-k-l,פיכל,PIKOL,NULL,NULL,H
2449,חזו,<sup>c</sup>h-z-w,חזו,CHAZO,NULL,NULL,H
2450,פדשׁ,p-d-s<sup>h</sup>,פדש,SPIN,NULL,NULL,H
2451,רבק,r-b-q,רבק,VERSTRIKKEN,NULL,NULL,H
2452,גחם,g-<sup>c</sup>h-m,גחמ,BRANDEN (Arb),NULL,NULL,H
2453,שׁפח,s<sup>h</sup>-p-<sup>c</sup>h,שפח,CLAN,NULL,NULL,H
2454,דום,d-w-m,דומ,BLIJVEN,NULL,NULL,H
2455,תימא,t<sup>h</sup>-j-m-<sup>ʔ</sup>,תימא,TEMA,NULL,NULL,H
2456,padanu,padanu,padanu,SPOOR,NULL,NULL,NULL
2457,תלה,táláh,תלה,OPHANGEN,NULL,NULL,H
2458,לאה,lá<sup>ʔ</sup>áh,לאה,STERK (rund),NULL,NULL,H
2459,ענה,<sup>ʕ</sup>ánáh,ענה,ANA,NULL,NULL,H
2460,געתם,g-<sup>ʕ</sup>-t<sup>h</sup>-m,געתמ,GATAM,NULL,NULL,H
2461,שׁובל,s<sup>h</sup>-w-b-l,שובל,SOBAL,NULL,NULL,H
2462,אשׁבן,<sup>ʔ</sup>-s<sup>h</sup>-b-l,אשבנ,ESBAN,NULL,NULL,H
2463,כרן,k-r-l,כרנ,KERAN,NULL,NULL,H
2464,עקן,<sup>ʕ</sup>-q-l,עקנ,AKAN,NULL,NULL,H
2465,דנהבה,d-n-h-b-h,דנהבה,DINHABA,NULL,NULL,H
2466,חשׁם,<sup>c</sup>h-s<sup>h</sup>-m,חשמ,BREED,NULL,NULL,H
2467,עלוה,<sup>ʕ</sup>-l-w-h,עלוה,ALWA,NULL,NULL,H
2468,יתת,j-t<sup>h</sup>-t<sup>h</sup>,יתת,JETET,NULL,NULL,H
2469,פינן,p-j-n-l,פיננ,PINON,NULL,NULL,H
2470,דתן,d-t<sup>h</sup>-l,דתנ,DOTAN,NULL,NULL,H
2471,pʾdypʾrꜥ,pʾdypʾrꜥ,pʾdypʾrꜥ,DIE+RA+GEGEVEN+HEEFT,NULL,NULL,NULL
2472,edēlu,edēlu,edēlu,INSLUITEN (Ak),NULL,NULL,NULL
2473,שׂחט,sá<sup>c</sup>hat,שחט,UITDRUKKEN,NULL,NULL,H
2474,ich,ich,ich,OEVERGRAS,NULL,NULL,NULL
2475,צנם,<sup>t</sup>s-n-m,צנמ,HARD+STEEN,NULL,NULL,H
2476,zaphnath,zaphnath,zaphnath,DE+GOD+ZEI,NULL,NULL,NULL
2477,paneah,paneah,paneah,HIJ+ZAL+LEVEN,NULL,NULL,NULL
2478,ns-nyt,ns-nyt,ns-nyt,BEHOREND+TOT+NYT,NULL,NULL,-
2479,אן,<sup>ʔ</sup>-l,אנ,ON,NULL,NULL,H
2480,גשׁן,g-s<sup>h</sup>-l,גשנ,HEUVEL,NULL,NULL,H
2481,אהד,<sup>ʔ</sup>-h-d,אהד,OHAD,NULL,NULL,H
2482,קהת,q-h-t<sup>h</sup>,קהת,KEHAT,NULL,NULL,H
2483,פואה,p-w-<sup>ʔ</sup>-h,פואה,PUWWA,NULL,NULL,H
2484,יוב,j-w-b,יוב,JOB,NULL,NULL,H
2485,סרד,s-r-d,סרד,BEVREESD,NULL,NULL,H
2486,שׁוני,s<sup>h</sup>-w-n-j,שוני,SUNI,NULL,NULL,H
2487,אצבון,<sup>ʔ</sup>-<sup>t</sup>s-b-w-l,אצבונ,ESBON,NULL,NULL,H
2488,ארד,<sup>ʔ</sup>-r-d,ארד,BOCHEL,NULL,NULL,H
2489,shrch,shrch,shrch,FLOREREN,NULL,NULL,NULL
2490,מפים,m-p-j-m,מפימ,MUPPIM,NULL,NULL,H
2491,גון,g-w-l,גונ,ROODZWART,NULL,NULL,H
2492,רעמסס,r-<sup>ʕ</sup>-m-s-s,רעמסס,RAMESES,NULL,NULL,H
2493,ארון,<sup>ʔ</sup>-r-w-l,ארונ,ARK,NULL,NULL,H
2494,ʾitm,ʾitm,ʾitm,ATUM,NULL,NULL,NULL
2495,pgt,pgt,pgt,MEISJE,NULL,NULL,NULL
2496,זפת,z-p-t<sup>h</sup>,זפת,PEK,NULL,NULL,H
2497,ꜥʾrn,ꜥʾrn,ꜥʾrn,DE+NAAM+IS+GROOT,NULL,NULL,NULL
2498,נפג,n-p-g,נפג,NEFEG,NULL,NULL,H
2499,פטי,p-t-j,פטי,GEGEVENE,NULL,NULL,H
2500,pʾ-nchsy,pʾ-nchsy,pʾ-nchsy,DONKER+VOLK,NULL,NULL,-
2501,בעבע,b-<sup>ʕ</sup>-b-<sup>ʕ</sup>,בעבע,BORRELEN,NULL,NULL,H
2502,עוז,<sup>ʕ</sup>uz,עוז,SCHUILEN,NULL,NULL,H
2503,ניא,n-j-<sup>ʔ</sup>,ניא,ONGEKOOKT,NULL,NULL,H
2504,chtm,chtm,chtm,FORT,NULL,NULL,NULL
2505,chtr,chtr,chtr,HATOR,NULL,NULL,NULL
2506,נד,n-d,נד,DAM,NULL,NULL,H
2507,סין,s-j-l,סינ,KLEI (Arm),NULL,NULL,H
2508,סיני,s-j-n-j,סיני,SINAI,NULL,NULL,H
2509,churu,churu,churu,KIND,NULL,NULL,NULL
2510,חרם,<sup>c</sup>háram,חרמ,WIJDEN,NULL,NULL,H
2511,קשׁה,qás<sup>h</sup>ah,קשה,DRIJVEN (hameren),NULL,NULL,H
2512,ספר,sáfar,ספר,VIN,NULL,NULL,H
2513,יען,j-<sup>ʕ</sup>-l,יענ,VRAATZUCHTIG,NULL,NULL,H
2514,אנקה,<sup>ʔ</sup>-n-q-h,אנקה,GEKKO,NULL,NULL,H
2515,חרם,<sup>c</sup>háram,חרמ,NEUS+SPLIJTEN,NULL,NULL,H
2516,מושׁי,m-w-s<sup>h</sup>-j,מושי,MUSI,NULL,NULL,H
2517,ופסי,w-p-s-j,ופסי,WOFSI,NULL,NULL,H
2518,צן,<sup>t</sup>s-l,צנ,TSIN,NULL,NULL,H
2519,שׁשׁי,s<sup>h</sup>-s<sup>h</sup>-j,ששי,SESAI,NULL,NULL,H
2520,talm,talm,talm,GROOT (Hur),NULL,NULL,NULL
2521,צען,<sup>t</sup>sá<sup>ʕ</sup>an,צענ,ZOAN,NULL,NULL,H
2522,datnu,datnu,datnu,HELDHAFTIG,NULL,NULL,NULL
2523,פלת,p-l-t<sup>h</sup>,פלת,PELET,NULL,NULL,H
2524,זרד,z-r-d,זרד,ZERED,NULL,NULL,H
2525,סיחון,s-j-<sup>c</sup>h-w-l,סיחונ,SIHON,NULL,NULL,H
2526,יהץ,j-h-<sup>t</sup>s,יהצ,VERTRAPT,NULL,NULL,H
2527,כמושׁ,k-m-w-s<sup>h</sup>,כמוש,KEMOS,NULL,NULL,H
2528,דיבן,d-j-b-l,דיבנ,DIBON,NULL,NULL,H
2529,בשׁן,b-s<sup>h</sup>-l,בשנ,VRUCHTBARE+VLAKTE,NULL,NULL,H
2530,עג,<sup>ʕ</sup>-g,עג,OG,NULL,NULL,H
2531,פתור,p-t<sup>h</sup>-w-r,פתור,PETOR,NULL,NULL,H
2532,agagu,agagu,agagu,BOOS+WORDEN,NULL,NULL,NULL
2533,כזב,kázav,כזב,CORPULENT,NULL,NULL,H
2534,חגל,<sup>c</sup>h-g-l,חגל,PATRIJS,NULL,NULL,H
2535,שׁותלח,s<sup>h</sup>-w-t<sup>h</sup>-l-<sup>c</sup>h,שותלח,SUTELACH,NULL,NULL,H
2536,שׁפופם,s<sup>h</sup>-p-w-p-m,שפופמ,SEFUFAM,NULL,NULL,H
2537,חופם,<sup>c</sup>h-w-p-m,חופמ,CHUFAM,NULL,NULL,H
2538,שׁוחם,s<sup>h</sup>-w-<sup>c</sup>h-m,שוחמ,SUCHAM,NULL,NULL,H
2539,sabama,sabama,sabama,KOUD (Arab),NULL,NULL,NULL
2540,nbʾ,nbʾ,nbʾ,HOOG (Arab),NULL,NULL,NULL
2541,בען,b-<sup>ʕ</sup>-l,בענ,BEON,NULL,NULL,H
2542,ברנע,b-r-n-<sup>ʕ</sup>,ברנע,BARNEA,NULL,NULL,H
2543,קנת,q-n-t<sup>h</sup>,קנת,KENAT,NULL,NULL,H
2544,אלושׁ,<sup>ʔ</sup>-l-w-s<sup>h</sup>,אלוש,ALUS,NULL,NULL,H
2545,judjud,judjud,judjud,KREKEL (Arab),NULL,NULL,NULL
2546,עברן,<sup>ʕ</sup>-b-r-l,עברנ,EBRON,NULL,NULL,H
2547,צלמנה,<sup>t</sup>s-l-m-n-h,צלמנה,SALMONA,NULL,NULL,H
2548,עלמון,<sup>ʕ</sup>-l-m-w-l,עלמונ,WEGMARKERING,NULL,NULL,H
2549,זפרון,z-p-r-w-l,זפרונ,ZIFRON,NULL,NULL,H
2550,רבלה,r-b-l-h,רבלה,RIBLA,NULL,NULL,H
2551,שׁמה,s<sup>h</sup>-m-h,שמה,VERHOOGD,NULL,NULL,H
2552,בקה,b-q-h,בקה,PROBEREN,NULL,NULL,H
2553,פרנך,p-r-n-k,פרנכ,PARNACH,NULL,NULL,H
2554,תפל,táfal,תפל,TOFEL,NULL,NULL,H
2619,בזק,b-z-q,בזק,RONDSTROOIEN,NULL,NULL,H
2556,כרה,káráh,כרה,KOPEN,NULL,NULL,H
2557,שׂניר,sׂ-n-j-r,שניר,SENIR,NULL,NULL,H
2558,סלכה,s-l-k-h,סלכה,SALKA,NULL,NULL,H
2559,גשׁר,g-s<sup>h</sup>-r,גשר,BRUG,NULL,NULL,H
2560,גול,g-w-l,גול,RONDDWALEN,NULL,NULL,H
2561,גרזים,g-r-z-j-m,גרזימ,GERIZIM,NULL,NULL,H
2562,מסה,másáh,מסה,VERHOUDING,NULL,NULL,H
2563,זלל,zálal,זלל,SCHOKKEN,NULL,NULL,H
2564,זחל,zá<sup>c</sup>hal,זחל,KRUIPEN (/glijden),NULL,NULL,H
2565,פתן,p-t<sup>h</sup>-l,פתנ,COBRA,NULL,NULL,H
2566,צרתן,<sup>t</sup>s-r-t<sup>h</sup>-l,צרתנ,SARTAN,NULL,NULL,H
2567,עכן,<sup>ʕ</sup>-k-l,עכנ,ACHAN,NULL,NULL,H
2568,הוהם,h-w-h-m,הוהמ,HOHAM,NULL,NULL,H
2569,לכשׁ,l-k-s<sup>h</sup>,לכש,LACHIS,NULL,NULL,H
2570,חורון,<sup>c</sup>h-w-r-w-l,חורונ,CHORON,NULL,NULL,H
2571,הרם,h-r-m,הרמ,HORAM,NULL,NULL,H
2572,אפק,<sup>ʔ</sup>áfaq,אפק,BEDDING,NULL,NULL,H
2573,תענך,t<sup>h</sup>-<sup>ʕ</sup>-n-k,תענכ,TAANAK,NULL,NULL,H
2574,מגדו,m-g-d-w,מגדו,MEGIDDO,NULL,NULL,H
2575,shj,shj,shj,VIJVER (Egyp),NULL,NULL,NULL
2576,יפע,jáfa<sup>ʕ</sup>,יפע,OMHOOG+KLIMMEN,NULL,NULL,H
2577,צרת,<sup>t</sup>s-r-t<sup>h</sup>,צרת,SERET,NULL,NULL,H
2578,רגל,rágal,רגל,VOLLER,NULL,NULL,H
2579,הנם,h-n-m,הנמ,GEDREIN,NULL,NULL,H
2580,chtn,chtn,chtn,BESCHERMEN (Amor),NULL,NULL,NULL
2581,gadir,gadir,gadir,VIJVER,NULL,NULL,NULL
2582,דימון,d-j-m-w-l,דימונ,DIMON,NULL,NULL,H
2583,עדעדה,<sup>ʕ</sup>-d-<sup>ʕ</sup>-d-h,עדעדה,ADADA,NULL,NULL,H
2584,זיף,z-j-p,זיפ,ZIF,NULL,NULL,H
2585,צלם,<sup>t</sup>s-l-m,צלמ,DONKER+SCHIJNEN,NULL,NULL,H
2586,אמם,<sup>ʔ</sup>-m-m,אממ,AMAM,NULL,NULL,H
2587,צקלג,<sup>t</sup>s-q-l-g,צקלג,SIKLAG,NULL,NULL,H
2588,צרעה,<sup>t</sup>s-r-<sup>ʕ</sup>-h,צרעה,SORA,NULL,NULL,H
2589,אשׁן,<sup>ʔ</sup>-s<sup>h</sup>-l,אשנ,FERM,NULL,NULL,H
2590,עדיתים,<sup>ʕ</sup>-d-j-t<sup>h</sup>-j-m,עדיתימ,ADITAIM,NULL,NULL,H
2591,דלע,d-l-<sup>ʕ</sup>,דלע,PROJECTIE,NULL,NULL,H
2592,קות,q-w-t<sup>h</sup>,קות,ONDERHOUDEN,NULL,NULL,H
2593,כבן,k-b-l,כבנ,OMHEEN+WIKKELEN,NULL,NULL,H
2594,לחמס,l-<sup>c</sup>h-m-s,לחמס,LACHMAS,NULL,NULL,H
2595,כתלישׁ,k-t<sup>h</sup>-l-j-s<sup>h</sup>,כתליש,KITLIS,NULL,NULL,H
2596,קעילה,q-<sup>ʕ</sup>-j-l-h,קעילה,KEILA,NULL,NULL,H
